return_id,order_id,return_date,return_reason,refund_amount,refund_processed_days
6212,17882,2024-11-23,Damaged,2866.02,6
6213,34846,2024-08-11,Wrong Product,507.16,9
6214,12428,2024-01-08,Wrong Product,6883.13,8
6215,35960,2024-07-27,Damaged,3911.14,5
6216,34879,2024-12-31,Not as Expected,1016.15,7
6217,27575,2024-12-20,Wrong Product,2820.28,1
6218,33357,2024-07-25,Size Issue,3517.11,1
6219,49489,2024-10-28,Not as Expected,6424.5,7
6220,38948,2024-07-10,Size Issue,2826.74,2
6221,6223,2024-02-12,Late Delivery,6768.58,5
6222,2853,2024-05-15,Not as Expected,1289.05,4
6223,9349,2024-03-24,Not as Expected,4034.81,9
6224,42315,2024-07-01,Damaged,3546.37,5
6225,18010,2024-12-26,Late Delivery,1892.24,3
6226,46691,2024-01-25,Wrong Product,3036.03,6
6227,24982,2024-08-10,Wrong Product,5379.04,1
6228,3856,2024-12-28,Late Delivery,4183.59,7
6229,13224,2024-02-15,Size Issue,5337.32,2
6230,10303,2024-06-27,Damaged,2100.12,2
6231,2786,2024-03-10,Damaged,1148.95,4
6232,14403,2024-09-06,Not as Expected,3315.47,7
6233,29368,2024-11-26,Size Issue,7592.54,4
6234,15537,2024-04-18,Damaged,1431.79,2
6235,45519,2024-10-04,Late Delivery,4127.48,8
6236,10043,2024-09-27,Wrong Product,5372.14,1
6237,10373,2024-08-13,Late Delivery,2115.45,2
6238,36214,2024-10-16,Wrong Product,869.84,1
6239,15991,2024-09-22,Not as Expected,6805.54,4
6240,42699,2024-03-17,Damaged,3618.98,7
6241,35467,2024-10-12,Not as Expected,2325.37,9
6242,47094,2024-02-15,Not as Expected,6267.58,8
6243,12209,2024-12-02,Size Issue,4069.94,9
6244,24245,2024-05-18,Size Issue,8168.97,9
6245,24927,2024-09-23,Size Issue,1297.12,5
6246,5129,2024-06-02,Late Delivery,2228.78,2
6247,14931,2024-08-03,Late Delivery,6980.63,1
6248,31118,2024-09-15,Damaged,5829.77,7
6249,8448,2024-05-28,Size Issue,2828.31,2
6250,45296,2024-06-22,Size Issue,3323.34,8
6251,3796,2024-06-14,Size Issue,2524.29,3
6252,23279,2024-09-07,Late Delivery,1266.12,3
6253,28862,2024-09-29,Damaged,3665.82,3
6254,36384,2024-10-24,Wrong Product,6065.94,5
6255,28935,2024-03-17,Damaged,360.36,7
6256,13716,2024-08-16,Wrong Product,2730.85,5
6257,14983,2024-02-29,Size Issue,5755.59,9
6258,39683,2024-11-20,Not as Expected,1606.1,2
6259,4710,2024-07-21,Not as Expected,3098.52,7
6260,41222,2024-02-23,Damaged,4037.62,4
6261,27051,2024-10-31,Late Delivery,1264.88,9
6262,47362,2024-04-07,Wrong Product,2546.7,2
6263,16611,2024-11-19,Size Issue,6103.47,7
6264,14253,2024-09-06,Late Delivery,1862.79,5
6265,7814,2024-09-12,Not as Expected,764.32,8
6266,1298,2024-06-08,Size Issue,1545.39,1
6267,11728,2024-07-18,Late Delivery,1935.19,9
6268,25635,2024-06-06,Size Issue,2975.46,1
6269,13957,2024-07-18,Not as Expected,4158.73,3
6270,45827,2024-12-01,Wrong Product,3187.58,3
6271,31002,2024-10-11,Not as Expected,2103.37,7
6272,18684,2024-02-09,Wrong Product,2746.64,8
6273,36345,2024-10-04,Not as Expected,1824.36,2
6274,48041,2024-08-05,Damaged,5096.84,7
6275,10433,2024-02-18,Not as Expected,3605.9,7
6276,2141,2024-01-13,Wrong Product,1568.09,1
6277,41821,2024-08-14,Not as Expected,5721.25,9
6278,734,2024-03-20,Not as Expected,2503.42,5
6279,2442,2024-05-20,Size Issue,7206.81,3
6280,10067,2024-12-27,Late Delivery,2647.32,4
6281,16608,2024-05-18,Damaged,5806.23,8
6282,3984,2024-11-01,Size Issue,3559.64,9
6283,12304,2024-05-20,Damaged,6363.86,5
6284,29904,2024-06-22,Wrong Product,2954.71,2
6285,24223,2024-12-21,Wrong Product,2881.43,5
6286,27880,2024-08-25,Late Delivery,536.18,8
6287,13828,2024-12-27,Damaged,2715.13,8
6288,29737,2024-12-14,Damaged,4603.92,8
6289,14753,2024-07-10,Damaged,7029.84,6
6290,37827,2024-10-24,Size Issue,2007.62,2
6291,35516,2024-06-02,Damaged,2431.3,9
6292,36863,2024-06-01,Damaged,1053.93,4
6293,49400,2024-09-16,Wrong Product,387.33,3
6294,18581,2024-01-26,Damaged,5514.03,4
6295,5661,2024-05-14,Not as Expected,5771.88,2
6296,48303,2024-06-09,Damaged,1718.39,9
6297,12423,2024-03-13,Not as Expected,1669.56,7
6298,3515,2024-09-07,Damaged,3197.09,2
6299,18840,2024-07-25,Size Issue,3628.18,7
6300,41353,2024-09-10,Late Delivery,2239.47,1
6301,2460,2024-06-21,Wrong Product,1759.46,2
6302,28215,2024-08-06,Not as Expected,4852.12,4
6303,16234,2024-05-10,Not as Expected,2713.37,5
6304,26784,2024-08-14,Wrong Product,3243.27,2
6305,29322,2024-02-28,Damaged,6072.01,5
6306,31377,2024-04-03,Wrong Product,5511.32,3
6307,31349,2024-06-23,Wrong Product,6239.99,5
6308,23135,2024-06-29,Not as Expected,4894.02,9
6309,38437,2024-04-05,Late Delivery,5587.33,9
6310,4566,2024-08-26,Wrong Product,2553.36,8
6311,49781,2024-12-03,Not as Expected,2637.52,7
6312,10394,2024-12-26,Size Issue,3715.7,1
6313,46049,2024-04-25,Late Delivery,4277.82,3
6314,27857,2024-02-26,Size Issue,588.82,2
6315,15529,2024-07-21,Damaged,3483.31,5
6316,23555,2024-10-28,Damaged,7790.56,2
6317,42579,2025-01-06,Late Delivery,3080.97,4
6318,20212,2024-03-26,Damaged,550.71,1
6319,25726,2024-02-26,Size Issue,6412.26,7
6320,23715,2024-05-20,Wrong Product,4892.52,3
6321,27169,2024-02-06,Size Issue,3337.04,1
6322,48827,2024-07-28,Damaged,3379.0,1
6323,20949,2024-01-15,Wrong Product,7656.15,9
6324,4445,2024-11-30,Late Delivery,3202.93,3
6325,49844,2024-05-09,Wrong Product,451.29,2
6326,35580,2024-01-20,Late Delivery,292.92,6
6327,5184,2024-10-18,Late Delivery,5981.2,4
6328,42800,2024-12-02,Size Issue,2524.37,1
6329,24432,2024-03-07,Not as Expected,1294.48,9
6330,39478,2024-09-24,Wrong Product,4345.58,1
6331,2590,2024-04-25,Late Delivery,3035.89,8
6332,32810,2024-06-04,Size Issue,7116.54,4
6333,18514,2024-12-14,Late Delivery,2764.32,6
6334,16010,2024-10-05,Not as Expected,6315.53,4
6335,40983,2024-11-09,Wrong Product,2842.59,1
6336,13731,2024-09-04,Damaged,4176.82,7
6337,25731,2024-01-11,Late Delivery,6952.64,3
6338,43678,2024-07-10,Damaged,1977.48,6
6339,20881,2024-09-03,Damaged,5160.2,4
6340,33928,2024-02-15,Size Issue,5779.86,1
6341,20876,2024-05-09,Not as Expected,2437.21,7
6342,32638,2024-03-01,Late Delivery,3454.7,5
6343,18604,2024-12-26,Damaged,7809.0,4
6344,24568,2024-06-18,Size Issue,1089.92,3
6345,41111,2024-01-19,Not as Expected,5972.8,1
6346,25558,2024-08-19,Size Issue,1973.69,8
6347,946,2024-09-07,Damaged,1676.66,1
6348,9296,2024-05-12,Not as Expected,4531.08,9
6349,44060,2024-06-30,Damaged,6198.99,1
6350,47954,2024-07-08,Not as Expected,4605.42,1
6351,20450,2024-06-24,Late Delivery,1096.97,9
6352,6901,2024-11-19,Late Delivery,6805.15,7
6353,40099,2024-03-15,Size Issue,2799.23,6
6354,34154,2024-11-06,Late Delivery,3699.74,2
6355,39514,2024-02-26,Damaged,6714.95,3
6356,4388,2024-05-08,Wrong Product,3975.53,6
6357,9267,2024-12-04,Damaged,7274.18,8
6358,23621,2024-10-07,Not as Expected,3270.94,2
6359,30632,2024-04-26,Damaged,4872.0,6
6360,20689,2024-08-27,Size Issue,2859.87,1
6361,24801,2024-04-09,Size Issue,5664.23,9
6362,36521,2024-04-12,Size Issue,1831.27,9
6363,21406,2024-12-14,Late Delivery,4257.78,2
6364,19010,2024-05-16,Wrong Product,6940.59,3
6365,30650,2024-10-15,Damaged,4792.85,4
6366,36623,2024-08-17,Not as Expected,2710.3,9
6367,39065,2024-04-06,Size Issue,7084.22,7
6368,46648,2024-10-28,Size Issue,4086.42,6
6369,36788,2024-10-27,Wrong Product,603.02,8
6370,47666,2024-09-07,Wrong Product,3884.78,7
6371,21502,2025-01-02,Size Issue,5233.52,5
6372,3998,2024-03-01,Size Issue,2062.45,1
6373,15714,2024-02-01,Late Delivery,1980.92,7
6374,41833,2024-10-06,Late Delivery,5014.97,6
6375,14505,2024-01-10,Size Issue,7419.52,5
6376,5918,2024-12-06,Not as Expected,2218.94,6
6377,16626,2024-06-01,Not as Expected,4473.45,5
6378,35922,2024-06-12,Size Issue,5993.42,3
6379,42786,2024-06-07,Size Issue,1582.5,5
6380,32610,2024-10-20,Late Delivery,4359.02,4
6381,22404,2024-05-09,Not as Expected,3927.53,6
6382,40938,2024-10-25,Not as Expected,4152.73,4
6383,854,2024-06-30,Size Issue,5133.4,1
6384,11816,2024-07-10,Not as Expected,4998.03,9
6385,24563,2024-07-02,Damaged,2419.58,4
6386,19257,2024-10-08,Late Delivery,2573.0,4
6387,1868,2024-02-25,Late Delivery,7877.9,1
6388,11585,2024-08-26,Damaged,4905.84,9
6389,22292,2024-10-08,Wrong Product,2271.74,4
6390,33788,2024-04-23,Late Delivery,4049.24,4
6391,6204,2024-11-27,Not as Expected,1312.69,3
6392,3736,2024-03-29,Damaged,2131.55,9
6393,19691,2024-12-03,Not as Expected,744.65,1
6394,36795,2024-02-08,Damaged,2144.5,1
6395,30315,2024-05-28,Damaged,258.69,9
6396,18166,2024-09-08,Late Delivery,1475.62,7
6397,19556,2024-02-23,Not as Expected,2808.05,5
6398,45562,2024-09-13,Damaged,4082.19,1
6399,36053,2024-08-08,Wrong Product,6514.06,3
6400,1604,2024-05-29,Not as Expected,1442.94,7
6401,120,2024-03-24,Damaged,1747.6,8
6402,27795,2024-12-01,Late Delivery,2729.55,4
6403,39212,2024-08-17,Damaged,5913.09,6
6404,36935,2024-02-24,Size Issue,5158.74,9
6405,47859,2024-11-20,Wrong Product,2790.27,9
6406,33907,2024-10-08,Damaged,3914.9,7
6407,19307,2024-12-24,Not as Expected,6318.1,7
6408,30283,2024-04-11,Size Issue,1291.4,4
6409,1640,2024-12-13,Wrong Product,2402.62,9
6410,21288,2024-11-11,Not as Expected,1577.22,8
6411,15416,2024-09-09,Late Delivery,1246.86,7
6412,9272,2024-05-28,Late Delivery,3950.66,6
6413,19029,2024-07-25,Late Delivery,4990.24,6
6414,23974,2024-08-14,Size Issue,3916.11,6
6415,11232,2024-06-17,Damaged,5124.41,8
6416,44853,2024-09-28,Late Delivery,6184.94,9
6417,49156,2024-05-19,Wrong Product,3425.01,4
6418,49951,2024-08-30,Damaged,3986.89,9
6419,16438,2024-07-16,Damaged,4745.31,4
6420,43083,2024-10-01,Wrong Product,519.06,9
6421,40097,2024-12-05,Size Issue,1070.29,7
6422,382,2024-12-01,Damaged,8217.59,8
6423,29614,2024-10-30,Not as Expected,4649.36,3
6424,5167,2024-08-21,Damaged,2955.62,4
6425,30841,2024-12-02,Late Delivery,3349.16,5
6426,3956,2024-04-19,Damaged,6959.93,2
6427,19780,2024-03-23,Late Delivery,6945.86,3
6428,25390,2024-11-25,Size Issue,1664.38,4
6429,12878,2024-07-18,Late Delivery,4217.34,7
6430,45440,2024-12-17,Not as Expected,2942.23,9
6431,5655,2024-04-23,Not as Expected,1072.82,8
6432,32871,2024-09-05,Damaged,5065.96,4
6433,34615,2024-07-30,Damaged,3337.84,7
6434,40473,2024-11-08,Late Delivery,7349.26,5
6435,36542,2024-09-11,Wrong Product,1120.99,2
6436,28917,2024-03-29,Damaged,6245.78,1
6437,10449,2024-11-26,Wrong Product,3849.59,4
6438,32309,2024-05-27,Wrong Product,879.11,1
6439,10965,2024-07-06,Late Delivery,5017.05,8
6440,39055,2024-02-05,Damaged,5030.62,1
6441,35999,2024-08-17,Size Issue,3791.35,2
6442,8599,2024-04-29,Size Issue,772.02,1
6443,48467,2024-10-09,Damaged,3224.38,1
6444,41878,2024-11-06,Size Issue,1586.61,1
6445,16501,2025-01-10,Wrong Product,2403.78,3
6446,45862,2025-01-05,Size Issue,1351.1,7
6447,13991,2024-08-15,Not as Expected,3485.86,1
6448,47907,2024-01-30,Not as Expected,2933.24,6
6449,4991,2024-10-06,Wrong Product,813.38,6
6450,1047,2024-07-13,Not as Expected,5659.14,1
6451,624,2024-10-19,Late Delivery,6212.15,2
6452,11506,2024-01-14,Not as Expected,980.21,1
6453,43242,2024-09-09,Not as Expected,5067.21,5
6454,20762,2024-03-16,Late Delivery,4609.13,3
6455,23457,2024-09-13,Late Delivery,5006.86,4
6456,21346,2024-04-04,Size Issue,970.43,9
6457,40199,2024-02-20,Size Issue,4395.4,6
6458,38439,2024-03-19,Not as Expected,6743.31,3
6459,3902,2024-04-22,Wrong Product,3877.45,2
6460,10746,2024-10-15,Wrong Product,5003.0,9
6461,31699,2024-01-24,Damaged,4300.07,1
6462,6385,2024-03-31,Late Delivery,5662.13,3
6463,33811,2024-08-08,Damaged,6868.96,3
6464,41052,2024-05-20,Damaged,6152.09,4
6465,11850,2024-09-21,Not as Expected,1674.05,5
6466,2671,2024-06-22,Damaged,4650.97,2
6467,23274,2024-02-20,Not as Expected,748.42,6
6468,8930,2024-11-03,Late Delivery,6751.49,9
6469,1507,2024-04-04,Wrong Product,6388.4,7
6470,21164,2024-08-24,Late Delivery,1332.48,2
6471,13453,2024-12-27,Late Delivery,4224.55,8
6472,19356,2024-09-19,Damaged,3482.87,4
6473,773,2024-09-13,Size Issue,5887.4,1
6474,20,2024-01-29,Size Issue,5547.96,4
6475,5111,2024-04-14,Damaged,357.89,4
6476,28319,2024-01-06,Wrong Product,3711.48,7
6477,12540,2024-05-17,Damaged,1925.43,3
6478,32145,2024-10-23,Damaged,3248.61,3
6479,23492,2024-11-23,Late Delivery,2492.44,3
6480,35835,2024-09-14,Not as Expected,4833.15,2
6481,35751,2024-05-10,Not as Expected,1494.13,8
6482,43113,2024-06-10,Not as Expected,956.62,5
6483,2664,2024-07-18,Size Issue,4484.42,5
6484,48307,2024-07-09,Size Issue,4446.68,4
6485,2070,2024-11-15,Size Issue,3975.27,4
6486,14890,2024-11-07,Wrong Product,1342.26,8
6487,17456,2024-03-14,Wrong Product,5437.7,2
6488,46737,2024-10-25,Damaged,2971.9,9
6489,26873,2024-03-30,Size Issue,5734.75,4
6490,15865,2024-07-20,Damaged,3902.06,9
6491,44811,2024-02-25,Not as Expected,4792.38,6
6492,32166,2024-04-11,Wrong Product,339.08,8
6493,39624,2024-08-02,Wrong Product,6296.14,2
6494,14668,2024-08-07,Damaged,5820.44,5
6495,3241,2024-08-23,Damaged,2759.06,7
6496,43753,2024-06-22,Damaged,2998.66,6
6497,1454,2024-07-30,Late Delivery,4465.67,6
6498,30708,2024-03-10,Wrong Product,3445.99,6
6499,24293,2024-05-19,Not as Expected,1411.33,1
6500,9597,2024-08-18,Not as Expected,1855.63,1
6501,8736,2024-09-30,Wrong Product,7404.22,5
6502,40465,2024-09-22,Not as Expected,4664.81,6
6503,13553,2024-10-30,Not as Expected,5818.5,8
6504,6480,2024-10-02,Wrong Product,4862.71,6
6505,47378,2024-08-01,Not as Expected,6307.85,1
6506,30366,2024-05-15,Size Issue,3408.33,9
6507,7008,2024-08-27,Size Issue,2183.89,9
6508,31158,2024-09-28,Size Issue,6481.38,6
6509,21775,2024-11-13,Damaged,5497.49,3
6510,27920,2024-09-06,Size Issue,7294.63,5
6511,2645,2024-03-03,Late Delivery,506.93,3
6512,28907,2024-03-30,Size Issue,6909.99,4
6513,13189,2024-10-21,Late Delivery,3444.93,9
6514,41640,2024-11-05,Wrong Product,4289.38,6
6515,21726,2024-03-10,Late Delivery,2054.06,4
6516,13402,2024-09-25,Late Delivery,4480.6,6
6517,5236,2024-03-20,Wrong Product,2630.24,9
6518,23687,2024-11-08,Not as Expected,2883.56,7
6519,46284,2024-02-27,Size Issue,2214.08,2
6520,6030,2024-05-12,Late Delivery,1745.32,5
6521,2142,2024-03-02,Damaged,1005.75,9
6522,3105,2024-04-01,Size Issue,674.64,4
6523,20952,2024-08-14,Size Issue,4379.28,2
6524,48974,2024-08-12,Not as Expected,3497.48,3
6525,41762,2024-08-10,Not as Expected,1488.66,5
6526,10647,2024-03-08,Damaged,4936.94,6
6527,16449,2024-06-17,Wrong Product,3628.07,3
6528,39431,2024-12-20,Late Delivery,619.3,4
6529,34747,2024-09-29,Size Issue,5193.1,6
6530,3203,2024-01-14,Size Issue,4702.94,2
6531,43407,2024-10-26,Not as Expected,4665.16,1
6532,5070,2024-06-10,Damaged,1752.57,6
6533,42752,2024-12-31,Damaged,2052.73,3
6534,12781,2024-12-26,Late Delivery,5751.97,1
6535,5286,2024-10-20,Size Issue,4539.09,8
6536,35174,2024-03-29,Damaged,1497.22,2
6537,45253,2024-10-03,Late Delivery,3113.2,3
6538,33610,2024-09-02,Damaged,3712.42,5
6539,34868,2024-06-17,Wrong Product,7782.32,8
6540,32037,2024-04-27,Late Delivery,2002.66,2
6541,40476,2024-10-30,Damaged,3898.08,8
6542,14168,2024-09-28,Size Issue,610.77,7
6543,23986,2024-09-11,Wrong Product,3255.76,2
6544,49381,2024-11-25,Late Delivery,1759.57,6
6545,29357,2024-11-09,Wrong Product,3656.43,1
6546,42017,2024-04-23,Wrong Product,5528.8,2
6547,28022,2024-01-14,Wrong Product,3359.68,5
6548,26194,2024-09-20,Wrong Product,3771.96,3
6549,40287,2024-10-09,Late Delivery,1478.75,5
6550,30731,2024-07-15,Damaged,5276.09,3
6551,5843,2024-11-29,Not as Expected,2342.67,7
6552,44500,2024-09-05,Size Issue,1258.73,6
6553,25403,2024-05-10,Not as Expected,5466.27,5
6554,23356,2024-05-02,Damaged,6365.01,2
6555,10208,2024-08-30,Not as Expected,1102.53,4
6556,42360,2024-07-07,Damaged,4831.11,1
6557,35799,2024-09-22,Damaged,1791.19,3
6558,16214,2024-07-19,Late Delivery,2691.43,1
6559,25218,2024-04-19,Wrong Product,2624.26,1
6560,2152,2024-01-14,Late Delivery,7506.11,5
6561,30308,2024-04-20,Size Issue,4870.54,4
6562,2524,2024-07-15,Size Issue,4786.86,3
6563,41407,2024-07-12,Late Delivery,1842.07,7
6564,38828,2024-11-13,Size Issue,4039.56,5
6565,26057,2024-02-11,Wrong Product,760.72,9
6566,42044,2024-10-24,Damaged,2542.42,5
6567,32400,2024-05-08,Size Issue,4246.31,2
6568,167,2024-06-17,Not as Expected,7519.62,8
6569,3748,2024-09-08,Wrong Product,2812.4,9
6570,1823,2024-05-05,Wrong Product,4824.46,4
6571,39800,2024-08-08,Wrong Product,6074.75,8
6572,29495,2024-12-14,Late Delivery,2653.71,3
6573,38874,2024-07-26,Damaged,6737.36,8
6574,16677,2024-12-13,Not as Expected,6963.73,3
6575,15168,2024-09-05,Wrong Product,1416.07,5
6576,9908,2024-10-01,Damaged,695.24,3
6577,12387,2024-07-03,Wrong Product,4866.6,4
6578,18716,2024-06-07,Late Delivery,2687.5,7
6579,33494,2024-12-17,Size Issue,5312.09,5
6580,47050,2024-02-24,Late Delivery,5682.09,3
6581,22105,2024-10-25,Late Delivery,4761.47,2
6582,40676,2024-04-11,Wrong Product,2098.49,9
6583,28884,2024-11-30,Not as Expected,2991.5,4
6584,10226,2024-05-09,Wrong Product,2469.46,4
6585,39505,2024-04-10,Size Issue,2242.4,7
6586,8047,2024-06-02,Wrong Product,4260.96,7
6587,46228,2024-03-07,Not as Expected,4665.72,2
6588,41023,2024-05-31,Not as Expected,808.26,7
6589,15186,2024-03-07,Wrong Product,6150.87,7
6590,49697,2024-06-17,Not as Expected,5867.04,1
6591,46525,2024-05-08,Wrong Product,5325.16,2
6592,38087,2024-02-20,Damaged,6669.37,3
6593,36833,2024-08-28,Damaged,4628.86,7
6594,45235,2024-03-08,Damaged,2637.86,1
6595,29091,2024-09-29,Not as Expected,5960.06,1
6596,11300,2024-05-23,Late Delivery,1323.44,4
6597,48449,2024-05-26,Late Delivery,3026.61,1
6598,3438,2024-01-13,Wrong Product,1455.83,3
6599,49625,2024-10-19,Wrong Product,2242.67,7
6600,5970,2024-11-12,Late Delivery,4313.92,6
6601,34026,2024-07-30,Late Delivery,2921.01,3
6602,29770,2024-05-24,Late Delivery,4407.89,2
6603,20890,2024-12-04,Wrong Product,1996.16,9
6604,28401,2024-04-10,Not as Expected,7467.22,9
6605,21225,2024-12-15,Wrong Product,5337.8,3
6606,5122,2024-09-15,Size Issue,7687.88,8
6607,5891,2024-01-17,Not as Expected,6205.31,7
6608,20192,2024-10-08,Late Delivery,4032.81,8
6609,39524,2024-06-28,Size Issue,3477.69,1
6610,18088,2024-06-17,Late Delivery,533.56,2
6611,16334,2024-06-15,Size Issue,1033.72,9
6612,20968,2024-05-03,Not as Expected,1663.63,9
6613,42159,2024-07-10,Not as Expected,5877.29,1
6614,37199,2024-04-20,Damaged,3452.2,9
6615,38644,2024-07-17,Wrong Product,932.15,3
6616,8673,2024-04-23,Wrong Product,6334.33,4
6617,35090,2025-01-10,Damaged,5461.31,5
6618,19740,2024-09-12,Not as Expected,4285.46,7
6619,29958,2024-04-04,Not as Expected,6790.09,8
6620,40188,2024-09-10,Size Issue,4837.29,5
6621,2490,2024-10-01,Damaged,5605.32,4
6622,2679,2024-12-16,Late Delivery,1851.79,5
6623,46705,2024-02-13,Wrong Product,1773.51,7
6624,643,2024-10-14,Size Issue,2762.32,6
6625,20366,2024-01-06,Size Issue,6466.07,7
6626,6625,2024-05-31,Wrong Product,4969.53,1
6627,23688,2024-09-24,Wrong Product,3539.96,3
6628,24342,2024-02-25,Damaged,6499.9,9
6629,30501,2024-09-05,Late Delivery,4816.28,2
6630,2164,2024-02-06,Size Issue,4469.45,6
6631,49872,2024-02-10,Size Issue,1875.15,2
6632,11077,2024-07-23,Size Issue,5817.83,9
6633,41410,2024-12-16,Damaged,1205.65,4
6634,20195,2024-11-14,Damaged,7136.12,7
6635,32677,2025-01-04,Not as Expected,4491.37,8
6636,16707,2024-09-08,Not as Expected,958.28,7
6637,4236,2024-01-27,Wrong Product,4732.72,5
6638,17868,2024-09-29,Late Delivery,2797.06,6
6639,17566,2024-11-27,Size Issue,7719.85,6
6640,12863,2024-02-16,Late Delivery,4717.0,5
6641,24539,2024-09-10,Not as Expected,6823.71,1
6642,47938,2024-10-26,Damaged,655.5,5
6643,41181,2024-10-15,Size Issue,5216.36,4
6644,29983,2024-12-28,Wrong Product,3989.94,4
6645,26423,2024-03-03,Late Delivery,5191.51,9
6646,37331,2024-01-30,Wrong Product,2043.45,6
6647,11926,2024-09-12,Not as Expected,4906.08,4
6648,24990,2024-08-31,Damaged,6987.33,3
6649,32510,2024-10-03,Not as Expected,2483.64,9
6650,28709,2024-04-04,Not as Expected,3810.55,6
6651,27681,2024-03-08,Size Issue,4180.17,1
6652,19592,2024-10-20,Damaged,5562.84,8
6653,11176,2024-08-21,Late Delivery,3631.07,2
6654,38991,2024-03-04,Size Issue,2340.02,6
6655,47562,2024-10-05,Late Delivery,3893.19,9
6656,49250,2024-02-11,Damaged,4734.7,4
6657,37998,2024-12-12,Late Delivery,937.54,9
6658,30279,2024-04-09,Size Issue,2511.59,9
6659,47332,2024-08-18,Damaged,5414.59,6
6660,8524,2024-05-07,Not as Expected,4730.94,4
6661,13301,2024-06-04,Late Delivery,2954.48,6
6662,7084,2024-06-05,Late Delivery,1683.05,5
6663,30516,2024-02-21,Not as Expected,5498.74,4
6664,11917,2024-02-02,Damaged,3987.83,1
6665,25199,2024-03-30,Size Issue,1048.29,3
6666,14162,2024-10-09,Late Delivery,1743.51,8
6667,49967,2024-12-13,Late Delivery,3674.38,1
6668,23024,2024-05-04,Size Issue,7230.88,2
6669,43928,2024-12-14,Size Issue,2742.99,6
6670,16710,2024-02-28,Size Issue,7187.1,9
6671,13371,2024-03-12,Not as Expected,4744.48,3
6672,7464,2024-03-21,Size Issue,2288.94,8
6673,31131,2024-12-22,Size Issue,977.46,5
6674,14718,2024-05-25,Not as Expected,6262.38,1
6675,7309,2024-10-22,Not as Expected,4175.83,4
6676,43278,2024-02-07,Not as Expected,1624.79,8
6677,8280,2024-05-07,Wrong Product,1071.7,6
6678,11897,2024-12-13,Not as Expected,307.32,7
6679,18346,2024-06-24,Late Delivery,5727.3,8
6680,36804,2024-09-29,Damaged,5123.65,1
6681,28641,2024-09-27,Wrong Product,5700.2,3
6682,40970,2024-03-26,Size Issue,4511.9,7
6683,21409,2024-10-25,Late Delivery,6940.4,4
6684,5714,2024-07-27,Not as Expected,1562.8,6
6685,44270,2024-02-29,Not as Expected,5165.94,4
6686,25044,2024-08-20,Size Issue,4561.39,1
6687,33262,2024-06-19,Size Issue,1957.99,7
6688,45482,2024-02-07,Damaged,3509.69,5
6689,34309,2024-10-27,Size Issue,2309.94,2
6690,28446,2024-07-16,Wrong Product,2811.2,4
6691,21135,2024-01-11,Wrong Product,4173.08,4
6692,18387,2024-10-16,Not as Expected,1408.93,9
6693,16815,2024-08-02,Damaged,1269.33,3
6694,32163,2024-08-11,Not as Expected,1208.79,5
6695,22196,2024-09-08,Not as Expected,7865.43,9
6696,24102,2024-09-03,Damaged,506.63,6
6697,13879,2024-06-17,Not as Expected,1663.63,5
6698,49663,2024-04-14,Not as Expected,5668.27,5
6699,36743,2025-01-02,Late Delivery,1868.54,5
6700,9536,2024-12-10,Wrong Product,2024.55,8
6701,18958,2024-07-23,Damaged,368.28,9
6702,40220,2024-03-14,Damaged,7442.68,1
6703,23828,2024-09-21,Damaged,4418.97,2
6704,22430,2024-04-12,Damaged,3652.02,3
6705,5722,2024-02-11,Wrong Product,418.72,7
6706,42138,2024-10-23,Not as Expected,2247.7,5
6707,46937,2024-07-08,Size Issue,4989.8,8
6708,12163,2024-04-27,Wrong Product,3986.87,3
6709,32960,2024-11-03,Damaged,3264.5,3
6710,3731,2024-07-30,Not as Expected,5282.91,9
6711,38641,2024-06-21,Size Issue,4649.36,9
6712,19914,2024-06-08,Not as Expected,6319.17,4
6713,5732,2024-10-21,Damaged,475.05,9
6714,15975,2024-09-13,Late Delivery,3530.23,5
6715,20179,2024-07-30,Not as Expected,1793.2,4
6716,20496,2024-03-27,Size Issue,291.73,5
6717,8080,2024-06-26,Late Delivery,4195.84,3
6718,10318,2024-04-13,Size Issue,4231.0,5
6719,12710,2024-11-13,Damaged,3691.94,2
6720,46709,2024-04-05,Damaged,609.97,9
6721,19993,2024-05-22,Wrong Product,2800.85,5
6722,42411,2024-09-03,Damaged,4628.76,9
6723,9888,2024-05-04,Size Issue,1918.1,5
6724,43375,2024-12-12,Not as Expected,2265.23,7
6725,42414,2025-01-03,Not as Expected,2430.97,7
6726,35694,2024-09-07,Not as Expected,5212.7,8
6727,49220,2024-06-20,Not as Expected,2605.9,2
6728,19880,2024-12-08,Late Delivery,3151.33,3
6729,34025,2024-04-27,Wrong Product,2467.84,2
6730,41061,2024-09-25,Not as Expected,4901.11,2
6731,4561,2024-04-16,Damaged,3524.28,4
6732,44621,2024-12-06,Not as Expected,3988.9,7
6733,16669,2025-01-02,Late Delivery,2239.02,1
6734,29474,2024-12-01,Wrong Product,5073.95,3
6735,47290,2024-12-04,Wrong Product,6428.83,2
6736,3790,2024-04-15,Late Delivery,2546.49,8
6737,35048,2024-09-15,Wrong Product,2972.12,4
6738,25177,2024-04-18,Late Delivery,309.2,7
6739,37879,2024-11-11,Not as Expected,3046.82,8
6740,20834,2024-05-10,Not as Expected,3358.18,6
6741,25335,2024-02-20,Size Issue,2420.04,4
6742,27900,2024-08-28,Damaged,2572.9,4
